0	5000
1	5000
2	5000
3	5000
4	172
5	172
6	173
7	173
8	173
9	173
10	173
11	173
12	174
13	174
14	173
15	173
16	173
17	172
18	172
19	172
20	173
21	173
22	173
23	173
24	176
25	176
26	176
27	176
28	178
29	178
30	183
31	183
32	204
33	204
34	204
35	3147
36	3147
37	3141
38	3141
39	3141
40	238
41	238
42	238
43	238
44	222
45	222
46	222
47	222
48	249
49	249
50	249
51	249
52	268
53	268
54	268
55	268
56	3146
57	3146
58	3163
59	3163
60	3163
61	2715
62	2715
63	2715
64	3164
65	3164
66	3164
67	268
68	268
69	268
70	268
71	263
72	263
73	263
74	265
75	265
76	265
77	270
78	270
79	277
80	277
81	277
82	289
83	289
84	289
85	289
86	289
87	300
88	300
89	306
90	306
91	312
92	312
93	312
94	312
95	320
96	320
97	320
98	321
99	321
100	321
101	321
102	321
103	335
104	335
105	335
106	348
107	348
108	348
109	354
110	354
111	354
112	360
113	366
114	366
115	366
116	366
117	371
118	371
119	371
120	376
121	376
122	376
123	382
124	382
125	382
126	382
127	387
128	393
129	393
130	393
131	393
132	398
133	398
134	398
135	403
136	408
137	408
138	408
139	413
140	413
141	419
142	419
143	424
144	424
145	424
146	424
147	427
148	427
149	432
150	432
151	437
152	437
153	437
154	442
155	442
156	442
157	448
158	448
159	448
160	448
161	453
162	453
163	453
164	458
165	458
166	458
167	466
168	466
169	466
170	472
171	472
172	477
173	477
174	477
175	482
176	482
177	488
178	488
179	488
180	493
181	493
182	493
183	500
184	500
185	500
186	500
187	500
188	505
189	505
190	505
191	510
192	510
193	516
194	516
195	522
196	522
197	522
198	522
199	527
200	527
201	527
202	527
203	527
204	533
205	533
206	533
207	539
208	539
209	539
210	539
211	544
212	544
213	550
214	1601
215	1601
216	1566
217	1566
218	1566
219	1564
220	1564
221	1564
222	1957
223	1957
224	1957
225	1933
226	1933
227	1933
228	1933
229	1933
230	1917
231	1917
232	1917
233	1917
234	598
235	598
236	593
237	593
238	593
239	593
240	593
241	5000
242	5000
243	5000
244	5000
245	5000
246	5000
247	5000
248	5000
249	5000
250	5000
251	606
252	606
253	606
254	5000
255	5000
256	5000
257	5000
258	5000
259	586
260	586
261	5000
262	5000
263	5000
264	5000
265	5000
266	590
267	590
268	590
269	590
270	5000
271	5000
272	5000
273	5000
274	5000
275	5000
276	5000
277	5000
278	5000
279	5000
280	5000
281	5000
282	5000
283	5000
284	5000
285	1709
286	1709
287	1709
288	1691
289	1691
290	1691
291	1691
292	2328
293	2328
294	2328
295	2117
296	2095
297	2095
298	2095
299	426
300	426
301	426
302	407
303	407
304	407
305	382
306	382
307	382
308	382
309	369
310	369
311	1848
312	1848
313	1848
314	1821
315	1821
316	1766
317	1766
318	1766
319	309
320	309
321	309
322	309
323	262
324	262
325	262
326	244
327	244
328	232
329	232
330	232
331	232
332	442
333	226
334	226
335	226
336	205
337	205
338	205
339	183
340	183
341	410
342	410
343	410
344	449
345	340
346	402
347	402
348	402
349	277
350	277
